7--35
5
0
0
6--3
2
0
2
3--1
3--6--3
2--1--6--1
2--12--2--12--2
6--1--6--1
6--36--6--24--6
6--1--4--1
6--24--6--78
4--1--13
4--52
13
0
0
0
0
0
0
0
1
0
0
9
0
1
0
1
0
9
0
0
1
0
0
0
0
46848
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9
0
0
0
35700
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
119830--1610
3647--521
7--35
5
0
0
0
0
0
0
0
0
0
9
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
9
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
62244--1596
1911--273
7--35
5
0
0
0
0
0
0
0
0
9
0
1
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
9
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
61994--1561
1946--278
7--35
5
0
0
0
0
0
1
0
0
0
9
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
1
0
0
0
0
9
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
171258--1533
5474--782
7--35
5
0
0
0
0
92400
0
0
0
31293
0
138348
0
0
115240
0
0
1
0
0
9
0
0
0
0
0
0
0
0
0
1
0
0
52704--67344
238464
0
0
61854
0
22326--22326
14884--37210
37210
0
0
135450
0
128344
0
110898
0
0
122--122
3721
3721
7442
0
3721
3721
3721
0
0
0
3721
3721
0
61--1525
25--219
5475
13359
8601
0
7442
7442
11163--3721
11163--11163
3721--7442
7442
9760
0
3721
0
244
18605
3965
0
3721
0
3721
0
11956
0
549--7442--61
1098--9
122
0
3721
0
0
3721
0
0
0
3721
7442
7442
0
3721
793
0
0
0
0
0
3721
0
0
0
0
0
0
0
61
3721
0
0
0
0
0
0
0
0
0
3416
280
0
0
0
0
3721
3721
3721--7442
7442
1586
0
0
3721
3721
61
0
0
550
0
0
0
0
0
0
0
0
3721
3721
0
3721
3721
0
0
7442
0
488
424
6466
7442
793
0
0
0
0
3721
0
3721
0
0
3721
3721
0
0
0
3721
3721
0
3721
0
0
793
0
58968
0
3721
0
0
0
3721
0
0
793
0
0
0
0
0
0
624
0
0
0
3721
3721
0
0
0
0
3721
3721
0
0
0
122--3721
122--122
3721
3721
3721--122
122
122
3721
3721
0
0
0
0
3721
3721
0
3721
0
793
13
0
0
3721
3721
0
0
3721
793
0
0
3721
3721
0
0
793
0
3721
0
3721
0
0
3721
0
793
0
3660
60--3660
61
0
0
3721
0
0
3721
3721
0
0
0
3721
0
610
510
0
0
3721--3721
3721
0
7442
0
3721
0
0
3721
3721
0
3721
3721
0
3721
3721
0
3721
3721
0
0
3721
3721
0
0
0
0
0
0
0
0
0
0
22411
0
20130
0
0
0
624
793
3721
0
3721
3721
0
3721
0
0
0
0
3721
3721
0
0
0
61--3721
61
0
3721
0
3721
0
0
0
3050--671
550
0
0
0
0
0
0
3721
0
0
0
0
0
3721
3721
0
0
0
0
0
0
3721
2196
900
1525
0
0
3721
0
10324
0
140790
0
1
0
0
0
122
0
0
0
0
0
0
11163
0
20904
0
61
4880
0
14884
0
0
0
16043
0
0
0
90538
0
0
0
0
8--32
4
0
14884
0
6608--5096
42952
0
0
0
0
22326--1159
6954
0
7442
0
7442
0
0
0
4880
0
52094
0
8601
0
0
22984
0
61
14884
0
0
0
0
0
0
3721
19398
0
11163
0
0
0
0
0
0
0
0
0
7442
0
8235
0
0
0
11163
0
61
0
1
0
0
0
0
0
