time,event,Freq
2017-04-05 14:34:18,access,1
2017-04-05 14:34:18,svn,1
2017-04-05 14:34:19,access,1
2017-04-05 14:34:19,svn,1
2017-04-05 14:34:20,svn,2
2017-04-05 14:34:21,Fire,1
2017-04-05 14:34:21,access,1
2017-04-05 14:34:21,svn,1
2017-04-05 14:34:22,access,2
2017-04-05 14:34:22,svn,1
2017-04-05 14:34:23,access,1
2017-04-05 14:34:23,svn,1
2017-04-05 14:34:24,access,2
2017-04-05 14:34:24,svn,2
2017-04-05 14:34:25,access,1
2017-04-05 14:34:25,svn,1
2017-04-05 14:34:26,access,4
2017-04-05 14:34:26,svn,3
2017-04-05 14:34:27,Fire,1
2017-04-05 14:34:27,access,2
2017-04-05 14:34:27,svn,1
2017-04-05 14:34:28,access,1
2017-04-05 14:34:28,svn,2
2017-04-05 14:34:29,Fire,1
2017-04-05 14:34:30,access,4
2017-04-05 14:34:30,svn,2
2017-04-05 14:34:31,access,8
2017-04-05 14:34:31,svn,2
2017-04-05 14:34:32,access,2
2017-04-05 14:34:32,svn,1
2017-04-05 14:34:33,access,4
2017-04-05 14:34:33,svn,3
2017-04-05 14:34:34,access,5
2017-04-05 14:34:34,svn,3
2017-04-05 14:34:35,access,2
2017-04-05 14:34:35,svn,1
2017-04-05 14:34:36,access,1
2017-04-05 14:34:36,svn,1
2017-04-05 14:34:37,access,2
2017-04-05 14:34:37,svn,2
2017-04-05 14:34:39,access,2
2017-04-05 14:34:39,svn,2
2017-04-05 14:34:40,Fire,1
2017-04-05 14:34:40,access,2
2017-04-05 14:34:40,svn,2
2017-04-05 14:34:41,access,2
2017-04-05 14:34:41,svn,2
2017-04-05 14:34:43,access,5
2017-04-05 14:34:43,svn,2
2017-04-05 14:34:44,access,2
2017-04-05 14:34:44,svn,1
2017-04-05 14:34:45,access,4
2017-04-05 14:34:45,svn,2
2017-04-05 14:34:46,Fire,1
2017-04-05 14:34:46,access,2
2017-04-05 14:34:46,redmine,1
2017-04-05 14:34:46,svn,2
2017-04-05 14:34:47,Fire,1
2017-04-05 14:34:47,access,3
2017-04-05 14:34:47,svn,2
2017-04-05 14:34:48,Fire,1
2017-04-05 14:34:48,access,2
2017-04-05 14:34:48,ldap,177
2017-04-05 14:34:48,svn,2
2017-04-05 14:34:49,access,3
2017-04-05 14:34:49,ldap,244
2017-04-05 14:34:49,svn,2
2017-04-05 14:34:50,access,4
2017-04-05 14:34:50,svn,2
2017-04-05 14:34:51,Fire,2
2017-04-05 14:34:51,access,4
2017-04-05 14:34:51,svn,3
2017-04-05 14:34:52,Fire,1
2017-04-05 14:34:52,access,8
2017-04-05 14:34:52,svn,4
2017-04-05 14:34:53,access,3
2017-04-05 14:34:53,svn,2
2017-04-05 14:34:54,Fire,1
2017-04-05 14:34:54,access,5
2017-04-05 14:34:54,svn,1
2017-04-05 14:34:55,access,7
2017-04-05 14:34:55,svn,2
2017-04-05 14:34:56,access,5
2017-04-05 14:34:56,svn,2
2017-04-05 14:34:57,Fire,1
2017-04-05 14:34:57,access,8
2017-04-05 14:34:57,svn,5
2017-04-05 14:34:58,access,8
2017-04-05 14:34:58,svn,2
2017-04-05 14:34:59,access,2
2017-04-05 14:34:59,svn,1
2017-04-05 14:35:00,access,9
2017-04-05 14:35:00,svn,4
2017-04-05 14:35:01,access,1
2017-04-05 14:35:01,svn,1
2017-04-05 14:35:02,access,1
2017-04-05 14:35:02,svn,1
2017-04-05 14:35:03,access,3
2017-04-05 14:35:03,ldap,37
2017-04-05 14:35:04,access,8
2017-04-05 14:35:04,ldap,43
2017-04-05 14:35:04,svn,4
2017-04-05 14:35:05,access,2
2017-04-05 14:35:05,svn,1
2017-04-05 14:35:07,access,1
2017-04-05 14:35:07,svn,1
2017-04-05 14:35:08,access,1
2017-04-05 14:35:08,svn,1
2017-04-05 14:35:09,access,1
2017-04-05 14:35:09,svn,1
2017-04-05 14:35:11,access,1
2017-04-05 14:35:11,svn,1
2017-04-05 14:35:12,access,1
2017-04-05 14:35:12,svn,1
2017-04-05 14:35:13,access,5
2017-04-05 14:35:13,svn,3
2017-04-05 14:35:14,access,2
2017-04-05 14:35:14,svn,1
2017-04-05 14:35:15,access,4
2017-04-05 14:35:15,svn,1
2017-04-05 14:35:16,access,2
2017-04-05 14:35:16,svn,3
2017-04-05 14:35:17,access,5
2017-04-05 14:35:17,svn,3
2017-04-05 14:35:18,access,8
2017-04-05 14:35:18,svn,4
2017-04-05 14:35:19,Fire,1
2017-04-05 14:35:19,access,4
2017-04-05 14:35:19,svn,1
2017-04-05 14:35:20,access,2
2017-04-05 14:35:20,svn,3
2017-04-05 14:35:21,Fire,1
2017-04-05 14:35:21,access,1
2017-04-05 14:35:21,svn,1
2017-04-05 14:35:23,access,1
2017-04-05 14:35:23,svn,1
2017-04-05 14:35:25,access,2
2017-04-05 14:35:25,svn,1
2017-04-05 14:35:26,access,3
2017-04-05 14:35:26,svn,2
2017-04-05 14:35:27,Fire,1
2017-04-05 14:35:27,access,5
2017-04-05 14:35:27,svn,4
2017-04-05 14:35:29,access,9
2017-04-05 14:35:29,svn,5
2017-04-05 14:35:30,access,1
2017-04-05 14:35:30,svn,1
2017-04-05 14:35:31,access,3
2017-04-05 14:35:31,ldap,61
2017-04-05 14:35:31,svn,1
2017-04-05 14:35:32,access,3
2017-04-05 14:35:32,svn,2
2017-04-05 14:35:33,Fire,2
2017-04-05 14:35:33,access,1
2017-04-05 14:35:33,svn,2
2017-04-05 14:35:35,Fire,1
2017-04-05 14:35:35,access,1
2017-04-05 14:35:35,svn,1
2017-04-05 14:35:36,access,5
2017-04-05 14:35:36,svn,3
2017-04-05 14:35:37,access,3
2017-04-05 14:35:37,svn,1
2017-04-05 14:35:38,access,6
2017-04-05 14:35:38,svn,4
2017-04-05 14:35:39,access,1
2017-04-05 14:35:39,svn,1
2017-04-05 14:35:40,access,8
2017-04-05 14:35:40,svn,4
2017-04-05 14:35:41,access,4
2017-04-05 14:35:41,svn,2
2017-04-05 14:35:43,access,4
2017-04-05 14:35:43,svn,2
2017-04-05 14:35:47,redmine,1
2017-04-05 14:35:49,ldap,433
2017-04-05 14:36:10,access,3
2017-04-05 14:36:10,svn,1
2017-04-05 14:36:11,access,1
2017-04-05 14:36:11,svn,1
2017-04-05 14:36:13,access,4
2017-04-05 14:36:13,svn,2
2017-04-05 14:36:14,access,8
2017-04-05 14:36:14,svn,4
2017-04-05 14:36:15,access,5
2017-04-05 14:36:15,ldap,61
2017-04-05 14:36:15,svn,2
2017-04-05 14:36:16,access,7
2017-04-05 14:36:16,svn,4
2017-04-05 14:36:18,access,4
2017-04-05 14:36:18,svn,2
2017-04-05 14:36:19,access,4
2017-04-05 14:36:19,svn,2
2017-04-05 14:36:20,access,4
2017-04-05 14:36:20,svn,2
2017-04-05 14:36:21,access,3
2017-04-05 14:36:21,svn,1
2017-04-05 14:36:33,access,6
2017-04-05 14:36:33,svn,2
2017-04-05 14:36:35,svn,2
2017-04-05 14:36:39,access,1
2017-04-05 14:36:39,svn,1
2017-04-05 14:36:40,access,1
2017-04-05 14:36:40,svn,1
2017-04-05 14:36:42,access,1
2017-04-05 14:36:42,svn,1
2017-04-05 14:36:45,access,1
2017-04-05 14:36:45,svn,1
2017-04-05 14:36:47,access,1
2017-04-05 14:36:47,ldap,433
2017-04-05 14:36:47,svn,1
2017-04-05 14:36:48,access,1
2017-04-05 14:36:48,svn,1
2017-04-05 14:36:49,access,1
2017-04-05 14:36:49,svn,1
2017-04-05 14:36:50,access,5
2017-04-05 14:36:50,ldap,68
2017-04-05 14:36:50,svn,2
2017-04-05 14:36:51,Fire,1
2017-04-05 14:36:51,access,5
2017-04-05 14:36:51,svn,1
2017-04-05 14:36:52,access,2
2017-04-05 14:36:52,svn,2
2017-04-05 14:36:53,access,1
2017-04-05 14:36:53,svn,1
2017-04-05 14:36:54,access,1
2017-04-05 14:36:54,svn,1
2017-04-05 14:36:55,access,1
2017-04-05 14:36:55,svn,1
2017-04-05 14:36:56,access,4
2017-04-05 14:36:56,svn,1
2017-04-05 14:36:57,access,4
2017-04-05 14:36:57,svn,2
2017-04-05 14:36:59,access,1
2017-04-05 14:36:59,svn,1
2017-04-05 14:37:00,Fire,1
2017-04-05 14:37:00,access,4
2017-04-05 14:37:00,svn,2
2017-04-05 14:37:01,access,1
2017-04-05 14:37:01,svn,1
2017-04-05 14:37:02,access,1
2017-04-05 14:37:02,svn,1
2017-04-05 14:37:03,access,8
2017-04-05 14:37:03,svn,2
2017-04-05 14:37:05,access,1
2017-04-05 14:37:05,svn,1
2017-04-05 14:37:06,access,4
2017-04-05 14:37:06,redmine,1
2017-04-05 14:37:06,svn,2
2017-04-05 14:37:07,access,4
2017-04-05 14:37:07,svn,2
2017-04-05 14:37:08,access,8
2017-04-05 14:37:08,svn,2
2017-04-05 14:37:09,access,1
2017-04-05 14:37:09,svn,1
2017-04-05 14:37:10,Fire,1
2017-04-05 14:37:10,access,13
2017-04-05 14:37:10,svn,4
2017-04-05 14:37:11,Fire,2
2017-04-05 14:37:11,access,10
2017-04-05 14:37:11,svn,2
2017-04-05 14:37:12,Fire,3
2017-04-05 14:37:12,access,18
2017-04-05 14:37:12,svn,5
2017-04-05 14:37:14,access,1
2017-04-05 14:37:14,svn,1
2017-04-05 14:37:15,access,1
2017-04-05 14:37:15,svn,1
2017-04-05 14:37:17,access,9
2017-04-05 14:37:17,svn,2
2017-04-05 14:37:18,access,6
2017-04-05 14:37:18,svn,2
2017-04-05 14:37:19,Fire,1
2017-04-05 14:37:19,access,8
2017-04-05 14:37:19,svn,3
2017-04-05 14:37:20,access,1
2017-04-05 14:37:20,svn,1
2017-04-05 14:37:22,access,1
2017-04-05 14:37:22,svn,1
2017-04-05 14:37:23,access,1
2017-04-05 14:37:23,svn,1
2017-04-05 14:37:25,access,6
2017-04-05 14:37:25,svn,2
2017-04-05 14:37:26,access,1
2017-04-05 14:37:26,svn,1
2017-04-05 14:37:27,access,6
2017-04-05 14:37:27,svn,2
2017-04-05 14:37:29,access,1
2017-04-05 14:37:29,svn,1
2017-04-05 14:37:30,access,1
2017-04-05 14:37:30,svn,1
2017-04-05 14:37:31,access,1
2017-04-05 14:37:31,svn,1
2017-04-05 14:37:33,access,1
2017-04-05 14:37:33,svn,1
2017-04-05 14:37:34,access,1
2017-04-05 14:37:34,svn,1
2017-04-05 14:37:35,access,1
2017-04-05 14:37:35,svn,1
2017-04-05 14:37:36,access,1
2017-04-05 14:37:36,svn,1
2017-04-05 14:37:38,access,1
2017-04-05 14:37:38,svn,1
2017-04-05 14:37:40,access,1
2017-04-05 14:37:40,svn,1
2017-04-05 14:37:42,access,1
2017-04-05 14:37:42,svn,1
2017-04-05 14:37:44,access,1
2017-04-05 14:37:44,svn,1
2017-04-05 14:37:45,access,11
2017-04-05 14:37:45,svn,3
2017-04-05 14:37:46,access,1
2017-04-05 14:37:46,svn,1
2017-04-05 14:37:47,access,1
2017-04-05 14:37:47,svn,1
2017-04-05 14:37:49,access,1
2017-04-05 14:37:49,svn,1
2017-04-05 14:37:50,access,1
2017-04-05 14:37:50,svn,1
2017-04-05 14:37:51,access,1
2017-04-05 14:37:51,svn,1
2017-04-05 14:37:54,access,1
2017-04-05 14:37:54,svn,1
2017-04-05 14:37:55,Fire,1
2017-04-05 14:37:55,access,1
2017-04-05 14:37:55,svn,1
2017-04-05 14:37:56,Fire,1
2017-04-05 14:37:56,access,1
2017-04-05 14:37:56,svn,1
2017-04-05 14:37:57,access,1
2017-04-05 14:37:57,svn,1
2017-04-05 14:37:58,access,1
2017-04-05 14:37:58,svn,1
2017-04-05 14:37:59,Fire,4
2017-04-05 14:37:59,access,1
2017-04-05 14:37:59,svn,1
2017-04-05 14:38:00,Fire,1
2017-04-05 14:38:01,Fire,2
2017-04-05 14:38:01,access,1
2017-04-05 14:38:01,svn,1
2017-04-05 14:38:02,Fire,2
2017-04-05 14:38:02,access,4
2017-04-05 14:38:02,svn,2
2017-04-05 14:38:03,Fire,1
2017-04-05 14:38:03,access,5
2017-04-05 14:38:03,svn,2
2017-04-05 14:38:04,Fire,1
2017-04-05 14:38:05,access,6
2017-04-05 14:38:05,svn,2
2017-04-05 14:38:06,access,15
2017-04-05 14:38:06,svn,2
2017-04-05 14:38:07,access,11
2017-04-05 14:38:07,svn,3
2017-04-05 14:38:08,access,6
2017-04-05 14:38:08,redmine,1
2017-04-05 14:38:08,svn,1
2017-04-05 14:38:09,access,5
2017-04-05 14:38:09,httpdacc,1
2017-04-05 14:38:09,svn,1
2017-04-05 14:38:10,access,9
2017-04-05 14:38:10,ldap,421
2017-04-05 14:38:10,svn,1
2017-04-05 14:38:11,access,2
2017-04-05 14:38:11,svn,1
2017-04-05 14:38:12,access,1
2017-04-05 14:38:12,svn,1
2017-04-05 14:38:13,Fire,1
2017-04-05 14:38:13,access,3
2017-04-05 14:38:13,svn,1
2017-04-05 14:38:14,access,2
2017-04-05 14:38:14,svn,1
2017-04-05 14:38:16,Fire,1
2017-04-05 14:38:16,access,1
2017-04-05 14:38:16,svn,1
2017-04-05 14:38:18,Fire,1
2017-04-05 14:38:18,access,1
2017-04-05 14:38:18,svn,1
2017-04-05 14:38:19,access,1
2017-04-05 14:38:19,svn,1
2017-04-05 14:38:20,access,3
2017-04-05 14:38:20,svn,2
2017-04-05 14:38:21,access,2
2017-04-05 14:38:22,access,7
2017-04-05 14:38:22,svn,2
2017-04-05 14:38:24,access,2
2017-04-05 14:38:24,svn,2
2017-04-05 14:38:27,access,1
2017-04-05 14:38:27,svn,1
2017-04-05 14:38:28,access,1
2017-04-05 14:38:28,svn,1
2017-04-05 14:38:30,access,1
2017-04-05 14:38:30,svn,1
2017-04-05 14:38:31,access,1
2017-04-05 14:38:31,svn,1
2017-04-05 14:38:34,access,5
2017-04-05 14:38:34,svn,2
2017-04-05 14:38:35,access,1
2017-04-05 14:38:35,svn,1
2017-04-05 14:38:37,access,1
2017-04-05 14:38:37,svn,1
2017-04-05 14:38:40,access,4
2017-04-05 14:38:40,svn,2
2017-04-05 14:38:41,Fire,1
2017-04-05 14:38:41,access,1
2017-04-05 14:38:41,svn,1
2017-04-05 14:38:42,access,1
2017-04-05 14:38:42,svn,1
2017-04-05 14:38:43,access,4
2017-04-05 14:38:43,svn,2
2017-04-05 14:38:44,access,1
2017-04-05 14:38:44,svn,1
2017-04-05 14:38:45,access,1
2017-04-05 14:38:45,svn,1
2017-04-05 14:38:46,access,2
2017-04-05 14:38:46,ldap,330
2017-04-05 14:38:47,access,2
2017-04-05 14:38:47,svn,2
2017-04-05 14:38:48,Fire,1
2017-04-05 14:38:48,access,3
2017-04-05 14:38:48,svn,1
2017-04-05 14:38:49,access,1
2017-04-05 14:38:49,svn,1
2017-04-05 14:38:50,access,1
2017-04-05 14:38:50,svn,1
2017-04-05 14:38:51,access,1
2017-04-05 14:38:51,svn,1
2017-04-05 14:38:53,access,1
2017-04-05 14:38:53,svn,1
2017-04-05 14:38:54,access,2
2017-04-05 14:38:54,svn,1
2017-04-05 14:38:55,httpdacc,1
2017-04-05 14:38:56,access,1
2017-04-05 14:38:56,svn,1
2017-04-05 14:38:57,access,1
2017-04-05 14:38:57,svn,1
2017-04-05 14:38:58,access,1
2017-04-05 14:38:58,svn,1
2017-04-05 14:38:59,Fire,1
2017-04-05 14:38:59,access,1
2017-04-05 14:38:59,svn,1
2017-04-05 14:39:00,access,1
2017-04-05 14:39:00,svn,1
2017-04-05 14:39:01,access,1
2017-04-05 14:39:01,svn,1
2017-04-05 14:39:02,access,1
2017-04-05 14:39:02,svn,1
2017-04-05 14:39:04,access,3
2017-04-05 14:39:04,svn,1
2017-04-05 14:39:05,access,3
2017-04-05 14:39:05,svn,1
2017-04-05 14:39:06,access,1
2017-04-05 14:39:06,svn,1
2017-04-05 14:39:07,ldap,171
2017-04-05 14:39:08,access,1
2017-04-05 14:39:08,svn,1
2017-04-05 14:39:09,access,1
2017-04-05 14:39:09,svn,1
2017-04-05 14:39:11,access,1
2017-04-05 14:39:11,svn,1
2017-04-05 14:39:12,access,1
2017-04-05 14:39:12,svn,1
2017-04-05 14:39:13,access,1
2017-04-05 14:39:13,svn,1
2017-04-05 14:39:14,access,1
2017-04-05 14:39:14,svn,1
2017-04-05 14:39:15,access,1
2017-04-05 14:39:15,svn,1
2017-04-05 14:39:17,access,1
2017-04-05 14:39:17,svn,1
2017-04-05 14:39:18,access,1
2017-04-05 14:39:18,svn,1
2017-04-05 14:39:19,Fire,1
2017-04-05 14:39:19,access,1
2017-04-05 14:39:19,svn,1
2017-04-05 14:39:20,access,1
2017-04-05 14:39:20,svn,1
2017-04-05 14:39:22,access,1
2017-04-05 14:39:22,svn,1
2017-04-05 14:39:24,access,1
2017-04-05 14:39:24,svn,1
2017-04-05 14:39:25,access,1
2017-04-05 14:39:25,svn,1
2017-04-05 14:39:26,access,6
2017-04-05 14:39:26,svn,2
2017-04-05 14:39:28,access,1
2017-04-05 14:39:28,svn,1
2017-04-05 14:39:29,access,1
2017-04-05 14:39:29,svn,1
2017-04-05 14:39:30,access,1
2017-04-05 14:39:30,svn,1
2017-04-05 14:39:32,access,1
2017-04-05 14:39:32,svn,1
2017-04-05 14:39:33,access,1
2017-04-05 14:39:33,svn,1
2017-04-05 14:39:34,access,1
2017-04-05 14:39:34,svn,1
2017-04-05 14:39:35,access,1
2017-04-05 14:39:35,svn,1
2017-04-05 14:39:36,Fire,1
2017-04-05 14:39:36,access,1
2017-04-05 14:39:36,svn,1
2017-04-05 14:39:37,access,1
2017-04-05 14:39:37,svn,1
2017-04-05 14:39:39,Fire,1
2017-04-05 14:39:39,access,1
2017-04-05 14:39:39,svn,1
2017-04-05 14:39:40,access,1
2017-04-05 14:39:40,svn,1
2017-04-05 14:39:42,Fire,3
2017-04-05 14:39:42,access,1
2017-04-05 14:39:42,svn,1
2017-04-05 14:39:43,Fire,3
2017-04-05 14:39:43,access,4
2017-04-05 14:39:43,svn,2
2017-04-05 14:39:44,Fire,3
2017-04-05 14:39:45,Fire,1
2017-04-05 14:39:45,access,2
2017-04-05 14:39:45,svn,1
2017-04-05 14:39:46,access,6
2017-04-05 14:39:46,svn,2
2017-04-05 14:39:47,access,4
2017-04-05 14:39:47,svn,2
2017-04-05 14:39:48,access,6
2017-04-05 14:39:48,svn,2
2017-04-05 14:39:49,access,14
2017-04-05 14:39:49,svn,2
2017-04-05 14:39:50,access,14
2017-04-05 14:39:50,svn,3
2017-04-05 14:39:51,access,5
2017-04-05 14:39:51,svn,1
2017-04-05 14:39:52,access,2
2017-04-05 14:39:52,redmine,1
2017-04-05 14:39:52,svn,2
2017-04-05 14:39:53,Fire,1
2017-04-05 14:39:53,access,1
2017-04-05 14:39:53,svn,1
2017-04-05 14:39:54,access,1
2017-04-05 14:39:54,ldap,427
2017-04-05 14:39:54,svn,1
2017-04-05 14:39:56,access,1
2017-04-05 14:39:56,svn,1
2017-04-05 14:39:57,Fire,1
2017-04-05 14:39:57,access,1
2017-04-05 14:39:57,svn,1
2017-04-05 14:39:58,Fire,2
2017-04-05 14:39:58,access,3
2017-04-05 14:39:58,svn,1
2017-04-05 14:39:59,Fire,2
2017-04-05 14:39:59,access,7
2017-04-05 14:39:59,svn,3
2017-04-05 14:40:00,Fire,2
2017-04-05 14:40:00,access,1
2017-04-05 14:40:00,svn,1
2017-04-05 14:40:01,access,1
2017-04-05 14:40:01,svn,1
2017-04-05 14:40:02,access,7
2017-04-05 14:40:02,svn,1
2017-04-05 14:40:03,access,8
2017-04-05 14:40:03,svn,3
2017-04-05 14:40:04,access,8
2017-04-05 14:40:04,svn,2
2017-04-05 14:40:05,access,8
2017-04-05 14:40:05,svn,3
2017-04-05 14:40:06,ldap,74
2017-04-05 14:40:06,radius,5
2017-04-05 14:40:07,access,10
2017-04-05 14:40:07,svn,2
2017-04-05 14:40:08,access,1
2017-04-05 14:40:08,svn,1
2017-04-05 14:40:09,access,1
2017-04-05 14:40:09,svn,1
2017-04-05 14:40:10,access,1
2017-04-05 14:40:10,svn,1
2017-04-05 14:40:12,access,1
2017-04-05 14:40:12,svn,1
2017-04-05 14:40:13,access,1
2017-04-05 14:40:13,svn,1
2017-04-05 14:40:14,access,1
2017-04-05 14:40:14,svn,1
2017-04-05 14:40:15,access,1
2017-04-05 14:40:15,svn,1
2017-04-05 14:40:16,access,4
2017-04-05 14:40:16,svn,1
2017-04-05 14:40:17,access,1
2017-04-05 14:40:17,svn,1
2017-04-05 14:40:19,access,22
2017-04-05 14:40:19,svn,4
2017-04-05 14:40:20,access,5
2017-04-05 14:40:20,svn,2
2017-04-05 14:40:21,access,6
2017-04-05 14:40:22,access,3
2017-04-05 14:40:22,svn,2
2017-04-05 14:40:23,access,1
2017-04-05 14:40:23,svn,1
2017-04-05 14:40:24,Fire,1
2017-04-05 14:40:24,access,1
2017-04-05 14:40:24,svn,1
2017-04-05 14:40:26,access,1
2017-04-05 14:40:26,svn,1
2017-04-05 14:40:27,access,1
2017-04-05 14:40:27,svn,1
2017-04-05 14:40:29,access,6
2017-04-05 14:40:29,svn,1
2017-04-05 14:40:30,access,1
2017-04-05 14:40:30,svn,1
2017-04-05 14:40:31,access,1
2017-04-05 14:40:31,svn,1
2017-04-05 14:40:32,access,1
2017-04-05 14:40:32,svn,1
2017-04-05 14:40:33,Fire,2
2017-04-05 14:40:33,access,1
2017-04-05 14:40:33,svn,1
2017-04-05 14:40:35,access,1
2017-04-05 14:40:35,svn,1
2017-04-05 14:40:36,access,1
2017-04-05 14:40:36,svn,1
2017-04-05 14:40:37,access,1
2017-04-05 14:40:37,svn,1
2017-04-05 14:40:38,access,1
2017-04-05 14:40:38,svn,1
2017-04-05 14:40:39,access,2
2017-04-05 14:40:40,access,8
2017-04-05 14:40:40,svn,2
2017-04-05 14:40:41,access,1
2017-04-05 14:40:41,svn,1
2017-04-05 14:40:42,access,1
2017-04-05 14:40:42,svn,1
2017-04-05 14:40:43,access,1
2017-04-05 14:40:43,svn,1
2017-04-05 14:40:45,access,1
2017-04-05 14:40:45,svn,1
2017-04-05 14:40:46,access,1
2017-04-05 14:40:46,svn,1
2017-04-05 14:40:47,access,1
2017-04-05 14:40:47,svn,1
2017-04-05 14:40:48,access,1
2017-04-05 14:40:48,svn,1
2017-04-05 14:40:50,access,12
2017-04-05 14:40:50,svn,2
2017-04-05 14:40:51,access,11
2017-04-05 14:40:51,svn,3
2017-04-05 14:40:52,access,1
2017-04-05 14:40:52,svn,1
2017-04-05 14:40:53,access,18
2017-04-05 14:40:53,svn,2
2017-04-05 14:40:54,access,1
2017-04-05 14:40:54,svn,1
2017-04-05 14:40:55,access,1
2017-04-05 14:40:55,svn,1
2017-04-05 14:40:56,access,1
2017-04-05 14:40:56,svn,1
2017-04-05 14:40:57,access,1
2017-04-05 14:40:57,svn,1
2017-04-05 14:40:58,access,1
2017-04-05 14:40:58,svn,1
2017-04-05 14:41:00,access,1
2017-04-05 14:41:00,svn,1
2017-04-05 14:41:01,access,1
2017-04-05 14:41:01,redmine,1
2017-04-05 14:41:01,svn,1
2017-04-05 14:41:03,access,1
2017-04-05 14:41:03,ldap,415
2017-04-05 14:41:03,svn,1
2017-04-05 14:41:04,access,3
2017-04-05 14:41:04,svn,1
2017-04-05 14:41:06,access,6
2017-04-05 14:41:06,svn,2
2017-04-05 14:41:07,access,1
2017-04-05 14:41:07,svn,1
2017-04-05 14:41:08,access,6
2017-04-05 14:41:08,svn,2
2017-04-05 14:41:09,Fire,2
2017-04-05 14:41:10,access,5
2017-04-05 14:41:10,svn,1
2017-04-05 14:41:11,access,6
2017-04-05 14:41:11,svn,2
2017-04-05 14:41:12,access,6
2017-04-05 14:41:12,svn,2
2017-04-05 14:41:14,access,5
2017-04-05 14:41:14,svn,1
2017-04-05 14:41:15,access,5
2017-04-05 14:41:15,svn,2
2017-04-05 14:41:16,access,1
2017-04-05 14:41:16,svn,1
2017-04-05 14:41:17,access,1
2017-04-05 14:41:17,svn,1
2017-04-05 14:41:18,access,1
2017-04-05 14:41:18,svn,1
2017-04-05 14:41:20,access,1
2017-04-05 14:41:20,svn,1
2017-04-05 14:41:22,access,1
2017-04-05 14:41:22,svn,1
2017-04-05 14:41:24,Fire,1
2017-04-05 14:41:25,access,1
2017-04-05 14:41:25,svn,1
2017-04-05 14:41:26,Fire,1
2017-04-05 14:41:27,Fire,2
2017-04-05 14:41:27,access,1
2017-04-05 14:41:27,svn,1
2017-04-05 14:41:29,access,1
2017-04-05 14:41:29,svn,1
2017-04-05 14:41:30,access,4
2017-04-05 14:41:30,svn,1
2017-04-05 14:41:31,Fire,1
2017-04-05 14:41:31,access,1
2017-04-05 14:41:31,svn,2
2017-04-05 14:41:32,Fire,1
2017-04-05 14:41:32,access,9
2017-04-05 14:41:32,svn,3
2017-04-05 14:41:33,access,6
2017-04-05 14:41:33,svn,2
2017-04-05 14:41:34,Fire,1
2017-04-05 14:41:34,access,4
2017-04-05 14:41:34,svn,3
2017-04-05 14:41:36,access,6
2017-04-05 14:41:36,svn,3
2017-04-05 14:41:37,access,7
2017-04-05 14:41:37,svn,1
2017-04-05 14:41:38,Fire,1
2017-04-05 14:41:38,access,5
2017-04-05 14:41:38,svn,3
2017-04-05 14:41:40,access,4
2017-04-05 14:41:40,svn,2
2017-04-05 14:41:41,Fire,1
2017-04-05 14:41:41,access,2
2017-04-05 14:41:41,svn,2
2017-04-05 14:41:42,access,1
2017-04-05 14:41:42,svn,1
2017-04-05 14:41:43,Fire,1
2017-04-05 14:41:43,access,4
2017-04-05 14:41:43,svn,1
2017-04-05 14:41:44,svn,1
2017-04-05 14:41:45,access,6
2017-04-05 14:41:45,svn,4
2017-04-05 14:41:46,access,5
2017-04-05 14:41:46,svn,3
2017-04-05 14:41:47,access,4
2017-04-05 14:41:47,svn,1
2017-04-05 14:41:48,Fire,1
2017-04-05 14:41:48,access,4
2017-04-05 14:41:48,svn,2
2017-04-05 14:41:49,Fire,1
2017-04-05 14:41:49,access,4
2017-04-05 14:41:49,svn,1
2017-04-05 14:41:50,Fire,1
2017-04-05 14:41:50,access,5
2017-04-05 14:41:50,svn,3
2017-04-05 14:41:52,access,1
2017-04-05 14:41:52,svn,1
2017-04-05 14:41:53,access,1
2017-04-05 14:41:53,svn,1
2017-04-05 14:41:54,access,1
2017-04-05 14:41:54,svn,1
2017-04-05 14:41:55,access,7
2017-04-05 14:41:55,svn,1
2017-04-05 14:41:56,access,4
2017-04-05 14:41:56,svn,1
2017-04-05 14:41:57,access,1
2017-04-05 14:41:57,svn,1
2017-04-05 14:41:58,access,1
2017-04-05 14:41:58,svn,1
2017-04-05 14:41:59,access,1
2017-04-05 14:41:59,svn,1
2017-04-05 14:42:00,access,1
2017-04-05 14:42:00,svn,1
2017-04-05 14:42:01,access,1
2017-04-05 14:42:01,svn,1
2017-04-05 14:42:02,access,1
2017-04-05 14:42:02,svn,1
2017-04-05 14:42:04,access,7
2017-04-05 14:42:04,svn,3
2017-04-05 14:42:05,access,1
2017-04-05 14:42:05,svn,1
2017-04-05 14:42:06,access,1
2017-04-05 14:42:06,svn,1
2017-04-05 14:42:07,access,1
2017-04-05 14:42:07,svn,1
2017-04-05 14:42:08,access,2
2017-04-05 14:42:08,svn,1
2017-04-05 14:42:09,access,3
2017-04-05 14:42:09,svn,2
2017-04-05 14:42:10,access,3
2017-04-05 14:42:10,svn,1
2017-04-05 14:42:11,access,2
2017-04-05 14:42:11,svn,2
2017-04-05 14:42:12,Fire,1
2017-04-05 14:42:13,access,1
2017-04-05 14:42:13,svn,1
2017-04-05 14:42:14,access,1
2017-04-05 14:42:14,svn,1
2017-04-05 14:42:15,Fire,2
2017-04-05 14:42:15,ldap,501
2017-04-05 14:42:16,access,4
