time,event,Freq
2017-04-05 12:38:37,svn,1
2017-04-05 12:38:39,access,1
2017-04-05 12:38:39,svn,1
2017-04-05 12:38:40,Fire,1
2017-04-05 12:38:40,access,1
2017-04-05 12:38:40,svn,1
2017-04-05 12:38:41,access,1
2017-04-05 12:38:41,svn,1
2017-04-05 12:38:43,access,1
2017-04-05 12:38:43,svn,1
2017-04-05 12:38:44,access,1
2017-04-05 12:38:44,svn,1
2017-04-05 12:38:46,access,2
2017-04-05 12:38:46,httpdacc,1
2017-04-05 12:38:46,ldap,330
2017-04-05 12:38:46,svn,1
2017-04-05 12:38:47,access,1
2017-04-05 12:38:47,svn,1
2017-04-05 12:38:48,access,1
2017-04-05 12:38:48,svn,1
2017-04-05 12:38:49,access,1
2017-04-05 12:38:49,svn,1
2017-04-05 12:38:50,access,1
2017-04-05 12:38:50,svn,1
2017-04-05 12:38:52,access,1
2017-04-05 12:38:52,svn,1
2017-04-05 12:38:53,access,1
2017-04-05 12:38:53,svn,1
2017-04-05 12:38:54,access,1
2017-04-05 12:38:54,svn,1
2017-04-05 12:38:55,access,1
2017-04-05 12:38:55,svn,1
2017-04-05 12:38:56,access,1
2017-04-05 12:38:56,svn,1
2017-04-05 12:38:57,access,1
2017-04-05 12:38:57,svn,1
2017-04-05 12:38:59,access,1
2017-04-05 12:38:59,svn,1
2017-04-05 12:39:00,access,1
2017-04-05 12:39:00,svn,1
2017-04-05 12:39:01,access,1
2017-04-05 12:39:01,svn,1
2017-04-05 12:39:03,access,1
2017-04-05 12:39:03,svn,1
2017-04-05 12:39:04,access,1
2017-04-05 12:39:04,svn,1
2017-04-05 12:39:05,access,1
2017-04-05 12:39:05,svn,1
2017-04-05 12:39:07,access,1
2017-04-05 12:39:07,svn,1
2017-04-05 12:39:08,access,1
2017-04-05 12:39:08,svn,1
2017-04-05 12:39:09,ldap,122
2017-04-05 12:39:10,access,1
2017-04-05 12:39:10,svn,1
2017-04-05 12:39:11,access,1
2017-04-05 12:39:11,svn,1
2017-04-05 12:39:12,access,1
2017-04-05 12:39:12,svn,1
2017-04-05 12:39:13,access,1
2017-04-05 12:39:13,svn,1
2017-04-05 12:39:14,ldap,122
2017-04-05 12:39:15,access,1
2017-04-05 12:39:15,svn,1
2017-04-05 12:39:16,access,1
2017-04-05 12:39:16,svn,1
2017-04-05 12:39:17,access,1
2017-04-05 12:39:17,svn,1
2017-04-05 12:39:18,access,1
2017-04-05 12:39:18,svn,1
2017-04-05 12:39:19,access,1
2017-04-05 12:39:19,svn,1
2017-04-05 12:39:20,access,1
2017-04-05 12:39:20,svn,1
2017-04-05 12:39:21,access,1
2017-04-05 12:39:21,svn,1
2017-04-05 12:39:22,ldap,507
2017-04-05 12:39:23,access,1
2017-04-05 12:39:23,radius,5
2017-04-05 12:39:23,svn,1
2017-04-05 12:39:24,access,1
2017-04-05 12:39:24,svn,1
2017-04-05 12:39:25,access,1
2017-04-05 12:39:25,svn,1
2017-04-05 12:39:26,Fire,1
2017-04-05 12:39:27,access,1
2017-04-05 12:39:27,svn,1
2017-04-05 12:39:28,access,1
2017-04-05 12:39:28,svn,1
2017-04-05 12:39:29,access,1
2017-04-05 12:39:29,svn,1
2017-04-05 12:39:30,access,1
2017-04-05 12:39:30,svn,1
2017-04-05 12:39:31,access,1
2017-04-05 12:39:31,svn,1
2017-04-05 12:39:32,access,6
2017-04-05 12:39:33,access,1
2017-04-05 12:39:33,svn,1
2017-04-05 12:39:34,access,1
2017-04-05 12:39:34,svn,1
2017-04-05 12:39:37,access,1
2017-04-05 12:39:37,svn,1
2017-04-05 12:39:38,access,4
2017-04-05 12:39:38,svn,1
2017-04-05 12:39:39,access,1
2017-04-05 12:39:39,svn,1
2017-04-05 12:39:40,access,1
2017-04-05 12:39:40,svn,1
2017-04-05 12:39:41,access,1
2017-04-05 12:39:41,svn,1
2017-04-05 12:39:42,access,1
2017-04-05 12:39:42,svn,1
2017-04-05 12:39:43,access,1
2017-04-05 12:39:43,svn,1
2017-04-05 12:39:44,access,1
2017-04-05 12:39:44,svn,1
2017-04-05 12:39:46,access,1
2017-04-05 12:39:46,svn,1
2017-04-05 12:39:47,access,1
2017-04-05 12:39:47,svn,1
2017-04-05 12:39:49,access,1
2017-04-05 12:39:49,svn,1
2017-04-05 12:39:50,access,1
2017-04-05 12:39:50,svn,1
2017-04-05 12:39:52,access,1
2017-04-05 12:39:52,svn,1
2017-04-05 12:39:53,access,1
2017-04-05 12:39:53,svn,1
2017-04-05 12:39:54,ldap,122
2017-04-05 12:39:55,access,1
2017-04-05 12:39:55,svn,1
2017-04-05 12:39:56,access,1
2017-04-05 12:39:56,svn,1
2017-04-05 12:39:57,access,1
2017-04-05 12:39:57,svn,1
2017-04-05 12:39:58,access,1
2017-04-05 12:39:58,svn,1
2017-04-05 12:39:59,ldap,122
2017-04-05 12:40:00,access,1
2017-04-05 12:40:00,svn,1
2017-04-05 12:40:01,access,1
2017-04-05 12:40:01,svn,1
2017-04-05 12:40:02,access,1
2017-04-05 12:40:02,svn,1
2017-04-05 12:40:03,access,1
2017-04-05 12:40:03,svn,1
2017-04-05 12:40:05,access,1
2017-04-05 12:40:05,svn,1
2017-04-05 12:40:06,access,1
2017-04-05 12:40:06,ldap,366
2017-04-05 12:40:06,svn,1
2017-04-05 12:40:07,access,1
2017-04-05 12:40:07,svn,1
2017-04-05 12:40:08,access,1
2017-04-05 12:40:08,svn,1
2017-04-05 12:40:09,access,1
2017-04-05 12:40:09,ldap,61
2017-04-05 12:40:09,svn,1
2017-04-05 12:40:10,access,1
2017-04-05 12:40:10,svn,1
2017-04-05 12:40:12,access,1
2017-04-05 12:40:12,ldap,61
2017-04-05 12:40:12,svn,1
2017-04-05 12:40:14,access,1
2017-04-05 12:40:14,svn,1
2017-04-05 12:40:15,access,1
2017-04-05 12:40:15,ldap,19
2017-04-05 12:40:15,redmine,1
2017-04-05 12:40:15,svn,1
2017-04-05 12:40:16,access,1
2017-04-05 12:40:16,svn,1
2017-04-05 12:40:17,access,1
2017-04-05 12:40:17,svn,1
2017-04-05 12:40:18,access,1
2017-04-05 12:40:18,svn,1
2017-04-05 12:40:20,access,1
2017-04-05 12:40:20,svn,1
2017-04-05 12:40:21,access,1
2017-04-05 12:40:21,svn,1
2017-04-05 12:40:23,access,1
2017-04-05 12:40:23,svn,1
2017-04-05 12:40:24,access,1
2017-04-05 12:40:24,svn,1
2017-04-05 12:40:25,ldap,61
2017-04-05 12:40:26,access,1
2017-04-05 12:40:26,ldap,61
2017-04-05 12:40:26,svn,1
2017-04-05 12:40:27,access,1
2017-04-05 12:40:27,ldap,122
2017-04-05 12:40:27,svn,1
2017-04-05 12:40:28,access,1
2017-04-05 12:40:28,svn,1
2017-04-05 12:40:29,ldap,61
2017-04-05 12:40:30,access,1
2017-04-05 12:40:30,svn,1
2017-04-05 12:40:31,access,1
2017-04-05 12:40:31,svn,1
2017-04-05 12:40:33,access,1
2017-04-05 12:40:33,svn,1
2017-04-05 12:40:35,access,1
2017-04-05 12:40:35,svn,1
2017-04-05 12:40:36,access,1
2017-04-05 12:40:36,ldap,61
2017-04-05 12:40:36,svn,1
2017-04-05 12:40:37,access,1
2017-04-05 12:40:37,svn,1
2017-04-05 12:40:38,ldap,56
2017-04-05 12:40:39,Fire,1
2017-04-05 12:40:39,ldap,66
2017-04-05 12:40:40,access,1
2017-04-05 12:40:40,svn,1
2017-04-05 12:40:41,access,1
2017-04-05 12:40:41,svn,1
2017-04-05 12:40:42,ldap,61
2017-04-05 12:40:43,access,2
2017-04-05 12:40:43,ldap,202
2017-04-05 12:40:43,radius,5
2017-04-05 12:40:43,svn,1
2017-04-05 12:40:44,access,2
2017-04-05 12:40:45,access,3
2017-04-05 12:40:45,redmine,9
2017-04-05 12:40:45,svn,2
2017-04-05 12:40:47,access,1
2017-04-05 12:40:47,svn,1
2017-04-05 12:40:48,access,1
2017-04-05 12:40:48,svn,1
2017-04-05 12:40:50,access,1
2017-04-05 12:40:50,svn,1
2017-04-05 12:40:51,access,1
2017-04-05 12:40:51,svn,1
2017-04-05 12:40:53,access,1
2017-04-05 12:40:53,svn,1
2017-04-05 12:40:55,access,1
2017-04-05 12:40:55,svn,1
2017-04-05 12:40:57,access,1
2017-04-05 12:40:57,ldap,61
2017-04-05 12:40:57,svn,1
2017-04-05 12:40:58,access,1
2017-04-05 12:40:58,svn,1
2017-04-05 12:40:59,access,1
2017-04-05 12:40:59,svn,1
2017-04-05 12:41:01,access,1
2017-04-05 12:41:01,svn,1
2017-04-05 12:41:03,access,1
2017-04-05 12:41:03,svn,1
2017-04-05 12:41:04,access,1
2017-04-05 12:41:04,svn,1
2017-04-05 12:41:05,access,1
2017-04-05 12:41:05,svn,1
2017-04-05 12:41:06,access,1
2017-04-05 12:41:06,svn,1
2017-04-05 12:41:07,access,1
2017-04-05 12:41:07,svn,1
2017-04-05 12:41:08,ldap,61
2017-04-05 12:41:09,access,1
2017-04-05 12:41:09,svn,1
2017-04-05 12:41:10,access,1
2017-04-05 12:41:10,ldap,61
2017-04-05 12:41:10,svn,1
2017-04-05 12:41:11,access,1
2017-04-05 12:41:11,svn,1
2017-04-05 12:41:13,access,1
2017-04-05 12:41:13,ldap,61
2017-04-05 12:41:13,svn,1
2017-04-05 12:41:14,access,1
2017-04-05 12:41:14,svn,1
2017-04-05 12:41:15,Fire,1
2017-04-05 12:41:16,access,1
2017-04-05 12:41:16,svn,1
2017-04-05 12:41:17,access,1
2017-04-05 12:41:17,svn,1
2017-04-05 12:41:18,access,1
2017-04-05 12:41:18,svn,1
2017-04-05 12:41:19,access,1
2017-04-05 12:41:19,svn,1
2017-04-05 12:41:20,Fire,1
2017-04-05 12:41:20,access,4
2017-04-05 12:41:20,svn,1
2017-04-05 12:41:21,access,2
2017-04-05 12:41:21,svn,2
2017-04-05 12:41:22,access,1
2017-04-05 12:41:23,access,1
2017-04-05 12:41:23,ldap,61
2017-04-05 12:41:23,svn,1
2017-04-05 12:41:24,access,1
2017-04-05 12:41:24,svn,1
2017-04-05 12:41:25,access,1
2017-04-05 12:41:25,ldap,446
2017-04-05 12:41:25,svn,1
2017-04-05 12:41:26,access,6
2017-04-05 12:41:26,radius,3
2017-04-05 12:41:26,svn,2
2017-04-05 12:41:27,access,1
2017-04-05 12:41:27,svn,1
2017-04-05 12:41:29,access,1
2017-04-05 12:41:29,svn,1
2017-04-05 12:41:30,redmine,1
2017-04-05 12:41:31,access,1
2017-04-05 12:41:31,svn,1
2017-04-05 12:41:32,access,1
2017-04-05 12:41:32,ldap,421
2017-04-05 12:41:32,svn,1
2017-04-05 12:41:34,access,1
2017-04-05 12:41:34,svn,1
2017-04-05 12:41:35,access,1
2017-04-05 12:41:35,svn,1
2017-04-05 12:41:36,access,1
2017-04-05 12:41:36,ldap,61
2017-04-05 12:41:36,svn,1
2017-04-05 12:41:37,access,1
2017-04-05 12:41:37,svn,1
2017-04-05 12:41:39,access,1
2017-04-05 12:41:39,ldap,61
2017-04-05 12:41:39,svn,1
2017-04-05 12:41:40,access,1
2017-04-05 12:41:40,ldap,61
2017-04-05 12:41:40,svn,1
2017-04-05 12:41:41,access,5
2017-04-05 12:41:41,svn,2
2017-04-05 12:41:42,Fire,1
2017-04-05 12:41:42,access,1
2017-04-05 12:41:42,svn,1
2017-04-05 12:41:43,access,1
2017-04-05 12:41:43,svn,1
2017-04-05 12:41:44,ldap,122
2017-04-05 12:41:45,access,1
2017-04-05 12:41:45,svn,1
2017-04-05 12:41:46,access,3
2017-04-05 12:41:46,svn,1
2017-04-05 12:41:47,access,2
2017-04-05 12:41:47,svn,1
2017-04-05 12:41:48,svn,1
2017-04-05 12:41:49,access,3
2017-04-05 12:41:49,ldap,25
2017-04-05 12:41:49,svn,1
2017-04-05 12:41:50,access,1
2017-04-05 12:41:50,svn,1
2017-04-05 12:41:51,access,1
2017-04-05 12:41:51,radius,5
2017-04-05 12:41:51,svn,1
2017-04-05 12:41:52,access,1
2017-04-05 12:41:52,svn,1
2017-04-05 12:41:54,access,1
2017-04-05 12:41:54,svn,1
2017-04-05 12:41:55,access,1
2017-04-05 12:41:55,svn,1
2017-04-05 12:41:57,access,1
2017-04-05 12:41:57,svn,1
2017-04-05 12:41:58,access,1
2017-04-05 12:41:58,svn,1
2017-04-05 12:41:59,access,1
2017-04-05 12:41:59,svn,1
2017-04-05 12:42:01,access,1
2017-04-05 12:42:01,svn,1
2017-04-05 12:42:02,access,1
2017-04-05 12:42:02,svn,1
2017-04-05 12:42:03,access,1
2017-04-05 12:42:03,svn,1
2017-04-05 12:42:05,access,1
2017-04-05 12:42:05,svn,1
2017-04-05 12:42:06,access,1
2017-04-05 12:42:06,svn,1
2017-04-05 12:42:12,access,1
2017-04-05 12:42:12,svn,1
2017-04-05 12:42:13,access,1
2017-04-05 12:42:13,svn,1
2017-04-05 12:42:15,Fire,1
2017-04-05 12:42:15,access,1
2017-04-05 12:42:15,svn,1
2017-04-05 12:42:16,Fire,1
2017-04-05 12:42:16,access,1
2017-04-05 12:42:16,svn,1
2017-04-05 12:42:17,access,1
2017-04-05 12:42:17,svn,1
2017-04-05 12:42:18,access,1
2017-04-05 12:42:18,svn,1
2017-04-05 12:42:20,access,1
2017-04-05 12:42:20,svn,1
2017-04-05 12:42:21,access,1
2017-04-05 12:42:21,svn,1
2017-04-05 12:42:22,access,3
2017-04-05 12:42:22,svn,1
2017-04-05 12:42:23,access,1
2017-04-05 12:42:23,svn,1
2017-04-05 12:42:24,access,1
2017-04-05 12:42:24,svn,1
2017-04-05 12:42:26,access,1
2017-04-05 12:42:26,svn,1
2017-04-05 12:42:27,access,1
2017-04-05 12:42:27,svn,1
2017-04-05 12:42:29,access,1
2017-04-05 12:42:29,svn,1
2017-04-05 12:42:30,access,1
2017-04-05 12:42:30,svn,1
2017-04-05 12:42:31,access,1
2017-04-05 12:42:31,svn,1
2017-04-05 12:42:32,access,1
2017-04-05 12:42:32,svn,1
2017-04-05 12:42:33,access,1
2017-04-05 12:42:33,svn,1
2017-04-05 12:42:34,access,1
2017-04-05 12:42:34,svn,1
2017-04-05 12:42:37,access,1
2017-04-05 12:42:37,svn,1
2017-04-05 12:42:38,access,1
2017-04-05 12:42:38,svn,1
2017-04-05 12:42:39,access,1
2017-04-05 12:42:39,svn,1
2017-04-05 12:42:40,access,1
2017-04-05 12:42:40,svn,1
2017-04-05 12:42:41,access,1
2017-04-05 12:42:41,svn,1
2017-04-05 12:42:44,access,1
2017-04-05 12:42:44,svn,1
2017-04-05 12:42:45,access,1
2017-04-05 12:42:45,svn,1
2017-04-05 12:42:47,access,1
2017-04-05 12:42:47,svn,1
2017-04-05 12:42:48,access,1
2017-04-05 12:42:48,svn,1
2017-04-05 12:42:49,access,1
2017-04-05 12:42:49,svn,1
2017-04-05 12:42:51,access,1
2017-04-05 12:42:51,svn,1
2017-04-05 12:42:52,access,1
2017-04-05 12:42:52,svn,1
2017-04-05 12:42:53,access,1
2017-04-05 12:42:53,svn,1
2017-04-05 12:42:55,access,1
2017-04-05 12:42:55,svn,1
2017-04-05 12:42:56,access,1
2017-04-05 12:42:56,svn,1
2017-04-05 12:42:57,access,1
2017-04-05 12:42:57,ldap,751
2017-04-05 12:42:57,radius,6
2017-04-05 12:42:57,svn,1
2017-04-05 12:42:58,access,1
2017-04-05 12:42:58,svn,1
2017-04-05 12:43:00,access,1
2017-04-05 12:43:00,svn,1
2017-04-05 12:43:01,radius,3
2017-04-05 12:43:03,access,1
2017-04-05 12:43:03,svn,1
2017-04-05 12:43:04,access,1
2017-04-05 12:43:04,svn,1
2017-04-05 12:43:05,access,1
2017-04-05 12:43:05,svn,1
2017-04-05 12:43:07,access,1
2017-04-05 12:43:07,svn,1
2017-04-05 12:43:08,access,1
2017-04-05 12:43:08,svn,1
2017-04-05 12:43:09,access,1
2017-04-05 12:43:09,httpdacc,1
2017-04-05 12:43:09,svn,1
2017-04-05 12:43:11,access,1
2017-04-05 12:43:11,svn,1
2017-04-05 12:43:12,access,1
2017-04-05 12:43:12,svn,1
2017-04-05 12:43:13,access,1
2017-04-05 12:43:13,svn,1
2017-04-05 12:43:14,access,1
2017-04-05 12:43:14,svn,1
2017-04-05 12:43:16,access,1
2017-04-05 12:43:16,svn,1
2017-04-05 12:43:20,access,1
2017-04-05 12:43:20,svn,1
2017-04-05 12:43:21,access,1
2017-04-05 12:43:21,svn,1
2017-04-05 12:43:22,access,1
2017-04-05 12:43:22,svn,1
2017-04-05 12:43:23,access,1
2017-04-05 12:43:23,svn,1
2017-04-05 12:43:24,access,1
2017-04-05 12:43:24,svn,1
2017-04-05 12:43:25,access,1
2017-04-05 12:43:25,svn,1
2017-04-05 12:43:27,access,1
2017-04-05 12:43:27,redmine,1
2017-04-05 12:43:27,svn,1
2017-04-05 12:43:28,access,1
2017-04-05 12:43:28,svn,1
2017-04-05 12:43:29,access,1
2017-04-05 12:43:29,ldap,421
2017-04-05 12:43:29,svn,1
2017-04-05 12:43:31,access,1
2017-04-05 12:43:31,ldap,61
2017-04-05 12:43:31,svn,1
2017-04-05 12:43:32,access,1
2017-04-05 12:43:32,svn,1
2017-04-05 12:43:33,access,1
2017-04-05 12:43:33,svn,1
2017-04-05 12:43:34,ldap,61
2017-04-05 12:43:35,access,1
2017-04-05 12:43:35,ldap,122
2017-04-05 12:43:35,svn,1
2017-04-05 12:43:36,access,1
2017-04-05 12:43:36,svn,1
2017-04-05 12:43:37,access,5
2017-04-05 12:43:37,svn,2
2017-04-05 12:43:39,access,1
2017-04-05 12:43:39,ldap,61
2017-04-05 12:43:39,svn,1
2017-04-05 12:43:40,access,1
2017-04-05 12:43:40,svn,1
2017-04-05 12:43:41,ldap,25
2017-04-05 12:43:42,access,1
2017-04-05 12:43:42,svn,1
2017-04-05 12:43:43,access,1
2017-04-05 12:43:43,svn,1
2017-04-05 12:43:44,access,1
2017-04-05 12:43:44,svn,1
2017-04-05 12:43:46,access,1
2017-04-05 12:43:46,svn,1
2017-04-05 12:43:48,access,1
2017-04-05 12:43:48,svn,1
2017-04-05 12:43:49,access,1
2017-04-05 12:43:49,svn,1
2017-04-05 12:43:50,access,1
2017-04-05 12:43:50,svn,1
2017-04-05 12:43:51,access,1
2017-04-05 12:43:51,svn,1
2017-04-05 12:43:52,access,1
2017-04-05 12:43:52,svn,1
2017-04-05 12:43:54,access,1
2017-04-05 12:43:54,svn,1
2017-04-05 12:43:55,access,1
2017-04-05 12:43:55,svn,1
2017-04-05 12:43:56,access,1
2017-04-05 12:43:56,svn,1
2017-04-05 12:43:57,access,1
2017-04-05 12:43:57,svn,1
2017-04-05 12:43:59,access,1
2017-04-05 12:43:59,svn,1
2017-04-05 12:44:00,access,1
2017-04-05 12:44:00,svn,1
2017-04-05 12:44:01,ldap,435
2017-04-05 12:44:02,access,1
2017-04-05 12:44:02,ldap,61
2017-04-05 12:44:02,svn,1
2017-04-05 12:44:04,ldap,255
2017-04-05 12:44:05,access,1
2017-04-05 12:44:05,svn,1
2017-04-05 12:44:06,access,1
2017-04-05 12:44:06,svn,1
2017-04-05 12:44:07,access,1
2017-04-05 12:44:07,svn,1
2017-04-05 12:44:09,access,1
2017-04-05 12:44:09,svn,1
2017-04-05 12:44:11,access,1
2017-04-05 12:44:11,svn,1
2017-04-05 12:44:12,access,1
2017-04-05 12:44:12,svn,1
2017-04-05 12:44:14,access,1
2017-04-05 12:44:14,svn,1
2017-04-05 12:44:15,access,1
2017-04-05 12:44:15,svn,1
2017-04-05 12:44:17,access,1
2017-04-05 12:44:17,svn,1
2017-04-05 12:44:18,access,1
2017-04-05 12:44:18,svn,1
2017-04-05 12:44:19,access,1
2017-04-05 12:44:19,svn,1
2017-04-05 12:44:20,access,1
2017-04-05 12:44:20,svn,1
2017-04-05 12:44:21,access,1
2017-04-05 12:44:21,svn,1
2017-04-05 12:44:23,access,1
2017-04-05 12:44:23,svn,1
2017-04-05 12:44:25,access,1
2017-04-05 12:44:25,svn,1
2017-04-05 12:44:26,access,1
2017-04-05 12:44:26,svn,1
2017-04-05 12:44:28,access,1
2017-04-05 12:44:28,redmine,1
2017-04-05 12:44:28,svn,1
2017-04-05 12:44:29,access,1
2017-04-05 12:44:29,svn,1
2017-04-05 12:44:30,access,1
2017-04-05 12:44:30,svn,1
2017-04-05 12:44:32,access,1
2017-04-05 12:44:32,svn,1
2017-04-05 12:44:33,Fire,1
2017-04-05 12:44:33,access,1
2017-04-05 12:44:33,svn,1
2017-04-05 12:44:34,access,1
2017-04-05 12:44:34,svn,1
2017-04-05 12:44:35,access,1
2017-04-05 12:44:35,svn,1
2017-04-05 12:44:36,ldap,61
2017-04-05 12:44:37,access,1
2017-04-05 12:44:37,svn,1
2017-04-05 12:44:38,access,1
2017-04-05 12:44:38,svn,1
2017-04-05 12:44:40,access,2
2017-04-05 12:44:40,svn,1
2017-04-05 12:44:41,access,1
2017-04-05 12:44:41,svn,1
2017-04-05 12:44:42,access,1
2017-04-05 12:44:42,svn,1
2017-04-05 12:44:44,access,1
2017-04-05 12:44:44,svn,1
2017-04-05 12:44:46,access,1
2017-04-05 12:44:46,svn,1
2017-04-05 12:44:47,access,1
2017-04-05 12:44:47,svn,1
2017-04-05 12:44:48,access,1
2017-04-05 12:44:48,svn,1
2017-04-05 12:44:49,access,1
2017-04-05 12:44:49,svn,1
2017-04-05 12:44:51,access,1
2017-04-05 12:44:51,svn,1
2017-04-05 12:44:52,access,1
2017-04-05 12:44:52,ldap,61
2017-04-05 12:44:52,svn,1
2017-04-05 12:44:54,access,1
2017-04-05 12:44:54,svn,1
2017-04-05 12:44:55,access,1
2017-04-05 12:44:55,svn,1
2017-04-05 12:44:57,access,1
2017-04-05 12:44:57,svn,1
2017-04-05 12:44:58,access,1
2017-04-05 12:44:58,svn,1
2017-04-05 12:44:59,access,1
2017-04-05 12:44:59,svn,1
2017-04-05 12:45:00,access,1
2017-04-05 12:45:00,svn,1
2017-04-05 12:45:02,access,1
2017-04-05 12:45:02,svn,1
2017-04-05 12:45:03,access,4
2017-04-05 12:45:03,svn,1
2017-04-05 12:45:04,access,1
2017-04-05 12:45:04,svn,1
2017-04-05 12:45:06,access,1
2017-04-05 12:45:06,svn,1
2017-04-05 12:45:08,access,1
2017-04-05 12:45:08,svn,1
2017-04-05 12:45:09,access,1
2017-04-05 12:45:09,svn,1
2017-04-05 12:45:10,access,1
2017-04-05 12:45:10,svn,1
2017-04-05 12:45:12,access,1
2017-04-05 12:45:12,svn,1
2017-04-05 12:45:13,access,1
2017-04-05 12:45:13,svn,1
2017-04-05 12:45:15,access,1
2017-04-05 12:45:15,svn,1
2017-04-05 12:45:16,access,1
2017-04-05 12:45:16,svn,1
2017-04-05 12:45:17,access,1
2017-04-05 12:45:17,svn,1
2017-04-05 12:45:18,access,1
2017-04-05 12:45:18,svn,1
2017-04-05 12:45:20,access,1
2017-04-05 12:45:20,svn,1
2017-04-05 12:45:21,access,1
2017-04-05 12:45:21,svn,1
2017-04-05 12:45:22,access,1
2017-04-05 12:45:22,svn,1
2017-04-05 12:45:23,access,1
2017-04-05 12:45:23,svn,1
2017-04-05 12:45:24,access,1
2017-04-05 12:45:24,svn,1
2017-04-05 12:45:26,access,1
2017-04-05 12:45:26,svn,1
2017-04-05 12:45:27,access,1
2017-04-05 12:45:27,svn,1
2017-04-05 12:45:28,access,1
2017-04-05 12:45:28,svn,1
2017-04-05 12:45:30,access,1
2017-04-05 12:45:30,svn,1
2017-04-05 12:45:31,access,1
2017-04-05 12:45:31,svn,1
2017-04-05 12:45:32,access,1
2017-04-05 12:45:32,svn,1
2017-04-05 12:45:33,access,1
2017-04-05 12:45:33,svn,1
2017-04-05 12:45:34,access,1
2017-04-05 12:45:34,svn,1
2017-04-05 12:45:35,access,1
2017-04-05 12:45:35,svn,1
2017-04-05 12:45:37,access,1
2017-04-05 12:45:37,svn,1
2017-04-05 12:45:38,access,1
2017-04-05 12:45:38,svn,1
2017-04-05 12:45:40,access,1
2017-04-05 12:45:40,svn,1
2017-04-05 12:45:41,access,1
2017-04-05 12:45:41,svn,1
2017-04-05 12:45:43,access,1
2017-04-05 12:45:43,svn,1
2017-04-05 12:45:44,access,1
2017-04-05 12:45:44,svn,1
2017-04-05 12:45:46,access,1
2017-04-05 12:45:46,svn,1
2017-04-05 12:45:47,access,1
2017-04-05 12:45:47,svn,1
2017-04-05 12:45:49,access,1
2017-04-05 12:45:49,redmine,1
2017-04-05 12:45:49,svn,1
2017-04-05 12:45:51,access,1
2017-04-05 12:45:51,ldap,428
2017-04-05 12:45:51,svn,1
2017-04-05 12:45:52,access,1
2017-04-05 12:45:52,svn,1
2017-04-05 12:45:53,access,1
2017-04-05 12:45:53,svn,1
2017-04-05 12:45:54,access,1
2017-04-05 12:45:54,svn,1
2017-04-05 12:45:56,access,1
2017-04-05 12:45:56,svn,1
2017-04-05 12:45:57,access,1
2017-04-05 12:45:57,svn,1
2017-04-05 12:45:58,access,1
2017-04-05 12:45:58,svn,1
2017-04-05 12:45:59,access,1
2017-04-05 12:45:59,svn,1
2017-04-05 12:46:01,access,1
2017-04-05 12:46:01,svn,1
2017-04-05 12:46:02,access,1
2017-04-05 12:46:02,svn,1
2017-04-05 12:46:03,access,1
2017-04-05 12:46:03,svn,1
2017-04-05 12:46:05,access,1
2017-04-05 12:46:05,svn,1
2017-04-05 12:46:06,access,1
2017-04-05 12:46:06,svn,1
2017-04-05 12:46:07,access,1
2017-04-05 12:46:07,svn,1
2017-04-05 12:46:12,access,1
2017-04-05 12:46:12,svn,1
2017-04-05 12:46:13,access,1
2017-04-05 12:46:13,svn,1
2017-04-05 12:46:15,access,1
2017-04-05 12:46:15,ldap,61
2017-04-05 12:46:15,svn,1
2017-04-05 12:46:16,access,1
2017-04-05 12:46:16,svn,1
2017-04-05 12:46:17,access,1
2017-04-05 12:46:17,svn,1
2017-04-05 12:46:18,access,1
2017-04-05 12:46:18,svn,1
2017-04-05 12:46:20,access,1
2017-04-05 12:46:20,svn,1
2017-04-05 12:46:21,access,1
2017-04-05 12:46:21,svn,1
2017-04-05 12:46:22,access,1
2017-04-05 12:46:22,svn,1
2017-04-05 12:46:24,access,1
2017-04-05 12:46:24,svn,1
2017-04-05 12:46:25,access,1
2017-04-05 12:46:25,svn,1
2017-04-05 12:46:27,access,1
2017-04-05 12:46:27,svn,1
2017-04-05 12:46:28,access,1
2017-04-05 12:46:28,svn,1
2017-04-05 12:46:29,access,1
2017-04-05 12:46:29,svn,1
2017-04-05 12:46:30,access,1
2017-04-05 12:46:30,svn,1
2017-04-05 12:46:31,access,1
2017-04-05 12:46:31,ldap,61
2017-04-05 12:46:31,svn,1
2017-04-05 12:46:33,access,1
2017-04-05 12:46:33,svn,1
2017-04-05 12:46:34,access,1
2017-04-05 12:46:34,svn,1
2017-04-05 12:46:35,access,1
2017-04-05 12:46:35,svn,1
2017-04-05 12:46:36,access,1
2017-04-05 12:46:36,svn,1
2017-04-05 12:46:37,access,5
2017-04-05 12:46:37,svn,2
2017-04-05 12:46:39,access,1
2017-04-05 12:46:39,svn,1
2017-04-05 12:46:40,access,1
2017-04-05 12:46:40,svn,1
2017-04-05 12:46:42,access,1
2017-04-05 12:46:42,svn,1
2017-04-05 12:46:43,access,1
2017-04-05 12:46:43,ldap,61
2017-04-05 12:46:43,svn,1
2017-04-05 12:46:44,access,1
2017-04-05 12:46:44,svn,1
2017-04-05 12:46:46,access,1
2017-04-05 12:46:46,svn,1
2017-04-05 12:46:47,access,1
2017-04-05 12:46:47,svn,1
2017-04-05 12:46:48,access,1
2017-04-05 12:46:48,svn,1
2017-04-05 12:46:49,access,1
2017-04-05 12:46:49,svn,1
2017-04-05 12:46:50,access,1
2017-04-05 12:46:50,svn,1
